https://www.independent.co.uk/news/dee-ford-fans-mistake-english-woman-us-linebacker-nfl-a8746726.html,"An English woman has received hundreds of “hostile and aggressive” messages on Twitter after an American football player who shares her name cost his team the AFC championship.  

Denise Ford was fast asleep when the Kansas City Chiefs lost to the New England Patriots and missed out on progressing through to the Super Bowl due to a late penalty by her namesake, linebacker Dee Ford on Sunday night. 

Ms Ford was surprised to wake up the following morning to hundreds of angry messages on her Twitter account from Kansas City Chiefs fans. 

ADVERTISING

inRead invented by Teads

One read “you ruined my whole year” and “how do you [expletive] sleep at night?”

Ms Ford told The Independent: “Swear words that turn the air blue, people claiming I’d ruined their lives...wishing that I had an awful life."""
http://www.nfl.com/news/story/0ap3000001027203/article/jared-goff-contract-extension-not-on-my-mind-at-all,"
Entering the final year of his rookie deal, former first-overall pick Jared Goff is in line for a mega-extension sometime in the next 23 months.

Despite the recent record-breaking deal handed out to division rival signal-caller Russell Wilson, the Los Angeles Rams quarterback said this week that he is not thinking about his contract situation as offseason workouts commence.

""Not on my mind at all,"" Goff told reporters, per the Los Angeles Times. ""I know the deal and understand that I hired an agent for that reason, and things always work out. You continue to play well, it will work itself out.""


Goff is among a quartet of young signal-callers who could earn big money over the next two seasons. Dak Prescott's contract expires after the 2019 season. So does Carson Wentz's, though Philly should exercise his fifth-year option. Patrick Mahomes is rumored to become the first $200 million quarterback when his deal is negotiated.

Los Angeles is expected to exercise Goff's fifth-year option before it offers any extension to the fourth-year quarterback. Under that option, Goff would make over $20 million guaranteed for injury in 2020, a steep raise from $4.3 million in 2019, per Spotrac. The deadline to place the option on Goff is May 3.

"
https://www.nfl.com,"Gary to critics: 'Causing havoc' isn't on stat sheet
Raiders send scouts home, unsure who to trust
Niners scout, ex-Bucs RB Reggie Cobb dies at 50
Reuter seven-round mock draft: See all 254 picks
Jared Goff: Contract extension 'not on my mind'
Mayock's old rankings hint at Raiders' draft plans?
Kareem Jackson playing safety at Broncos camp
Ranking all 52 No. 1 picks of the common-draft era
"
http://www.espn.com/nfl/story/_/id/26546347/nfl-experts-2019-schedule-picking-best-matchups-biggest-winners,"Matt Bowen, NFL analyst: Green Bay at Chicago on Thursday, Sept. 5 (Week 1). C'mon, it's opening night at Soldier Field. That's old-school. And we get a prime-time seat to watch Aaron Rodgers -- in his first game under new coach Matt LaFleur -- match up to the speed and playmaking talent of the Bears' defense.

Mike Clay, fantasy writer: Browns at Jets on Monday, Sept. 16 (Week 2). This matchup gave us Baker Mayfield's coming-out party in 2018, and perhaps the 2019 version will feature two playoff teams. That might seem optimistic for the Jets, but second-year QB Sam Darnold finished strong as a rookie, New York has one of the league's easiest schedules, and while the defense has holes, it includes some intriguing star power. If that isn't enough, the Baker-to-OBJ connection under the lights could be entertaining.

KC Joyner, fantasy writer: Steelers at Patriots on Sunday, Sept. 8 (Week 1). Pittsburgh's entire offseason has revolved around internal battles. Facing New England in the Week 1 Sunday night matchup will let the world know in a hurry if the Steelers were able to refocus their efforts on external battles."
https://www.beinsports.com/en/afc-champions-league/news/afc-champions-league-review-holders-kashima-1/1137696,"AFC Champions League holders Kashima Antlers surrendered a two-goal lead at home to Shandong Luneng in the pick of Tuesday's action. 
Kashima led 2-0 inside 14 minutes at Jinan Olympic Sports Center Stadium thanks to a well-taken Sho Ito double, but were pegged back by a brace from Graziano Pelle in Group E. 
Pelle got Shandong back in the game from the penalty spot before earning the Chinese side their second point of the tournament with a powerful finish into the top corner, taking his tally to four goals in this season's competition. 
In Tuesday's other Group E game, Johor Darul Ta'zim came from behind to earn a 1-1 draw against Gyeongnam in the Malaysian side's first ever home fixture in the AFC Champions League.
Two-time winners Guangzhou Evergrande fell to a 3-1 defeat away to debutants Daegu, who moved three points clear at the top of Group G. 
Brazilian striker Edgar struck twice in the first half for Daegu, the Korean side following up their matchday one defeat of Melbourne Victory with another three points. Anderson Talisca got one back for Fabio Cannavaro's men but Daegu's win was sealed by Kim Dae-won. 
A-League side Victory remain pointless and bottom of the table after Keisuke Honda's team went down 2-1 in Japan, losing away to Sanfrecce Hiroshima thanks to Daiki Watari's late header. "
https://www.cbssports.com/aaf/news/aaf-week-8-scores-highlights-updates-hotshots-win-to-grab-share-of-west-lead-iron-earn-playoff-berth/,"Saturday's action in the AAF had a little bit of everything. Orlando-Memphis went down to the final minute and the Apollos needed to stave off an upset bid to get their seventh win of the year. That was followed by San Diego-Salt Lake, an ugly Stallions win that had a combined six turnovers and 11 points.
Sunday's schedule had two important games in the playoff race. The Birmingham Iron secured the second playoff spot in the East with a win over the Atlanta Legends. The nightcap between the Arizona Hotshots and San Antonio Commanders was a dominating performance by the Hotshots to emerge as the top team in the West -- at least for the time being. 
CBS Sports was with you every step of the way, so check below for the all the scores, highlights and updates from Sunday's games. "
https://www.bbc.com/sport/american-football/47973374,"Wilson, 30, signed a four-year, $140m (£107m) contract extension with a $65m (£50m) signing bonus.

The deal means Wilson, who won the Super Bowl with the Seahawks in 2014, is under contract in Seattle until the end of the 2023 season.

""I want to be a Seahawk for life,"" he said.

""My goal is to play for 20 years, so I would be 43 around then.""

Wilson's contract, worth $35m (£26.8m) a year, surpasses Green Bay Packers quarterback Aaron Rodgers' $33.5m (£25.7m) deal.

Wilson has led Seattle to the play-offs in six of his seven seasons with the team. They beat the Denver Broncos in the 2014 Super Bowl before defeat by the New England Patriots in 2015.

He gave the team a deadline of Monday to offer him a deal, but said he never wanted to play for another side."
https://www.usatoday.com/story/sports/nfl/2019/04/17/aaf-alliance-american-football-files-bankruptcy/3500708002/,"The eight-team league that folded after eight games of its initial season ceased all business operations and filed for bankruptcy Wednesday.

“The AAF is committed to ensuring that our bankruptcy proceeds in an efficient and orderly manner,” the league said in a statement. “Pursuant to the bankruptcy laws, a trustee will be empowered to resolve all matters related to the AAF’s remaining assets and liabilities, including ongoing matters related to player contracts.”

Founded by Pro Football Hall of Fame executive Bill Polian and TV/film producer Charlie Ebersol, the AAF was hoping to become a developmental league.

However, a few weeks after Carolina Hurricanes owner Tom Dundon became the Alliance’s majority owner, he shut it down, citing an inability to reach agreement with the NFL players’ union on the availability of players."
https://www.si.com/nfl/2019/04/17/alliance-american-football-files-bankruptcy,"The Alliance of American Football has filed for Chapter 7 bankruptcy after the league folded, the league announced in a statement Tuesday. 

""We are deeply disappointed to be taking this action. The AAF was created to be a dynamic, developmental professional football league powered by an unprecedented alliance between players, fans and the game. The AAF strove to create new opportunities for talented players, coaches, executives and officials while providing an exciting experience for fans. We are proud of the fact that our teams and players delivered on that goal.

""We thank our players, coaches and employees for their commitment to the game of football and to this venture. Our fans believed in the AAF from the beginning, and we thank them for their support. We are hopeful that our players, coaches and others will find opportunities to pursue their football dreams in the future."""
https://www.si.com/nfl/2019/04/02/alliance-american-football-suspend-operations,"he Alliance of American Football has suspended all operations despite being just eight weeks into its inaugural season, AAF co-founder Bill Polian said Tuesday.

""I am extremely disappointed to learn [AAF majority owner] Tom Dundon has decided to suspend all football operations of the Alliance of American Football,"" Polian said in a statement, according to ESPN. ""When Mr. Dundon took over, it was the belief of my co-founder, Charlie Ebersol, and myself that we would finish the season, pay our creditors, and make the necessary adjustments to move forward in a manner that made economic sense for all.

""The momentum generated by our players, coaches and football staff had us well positioned for future success. Regrettably, we will not have that opportunity.""

The news was first reported by ProFootballTalk. SI's Albert Breer reported there's a perception inside the league that Dundon bought a stake in the league for the gambling app being developed with one source saying, ""Dundon got the technology he wanted and he's now minus one rather large headache."" SI's Conor Orr reported league heads were stunned."
